corporation,product,description,investment_round,total_investment,revenue,employee_num,keyword
알고케어,알고케어,AI 기반 영양 관리 가전 및 솔루션 '알고케어'를 개발하는 기업,series A,150.0억원 이상,-,26,"헬스케어/바이오, 제조/하드웨어, AI/딥테크/블록체인디지털헬스케어, 건강기능식품, 가전, IoT, 인공지능"
젠테,젠테스토어,글로벌 패션 플랫폼 서비스 '젠테스토어'를 운영하는 기업,series A,100.0억원,487.7억원,82,"커머스, 패션이커머스, 의류, 신발, 패션잡화, 명품/중고명품, B2C"
피카디,피카디,생성형 AI 기반 마케팅 콘텐츠 플랫폼 '피카디'를 운영하는 기업,비공개,2.0억원 이상,-,,"콘텐츠/예술, 광고/마케팅, AI/딥테크/블록체인영상/비디오, 마케팅솔루션, B2B, 구독"
브라이트에너지파트너스,워터,전기차 급속 충전 서비스 '워터'를 운영하는 기업,비공개,"4,740.0억원",1.1억원,76,"금융/보험/핀테크, 환경/에너지투자, 태양광, 기타신재생에너지, B2B, 투자수익"
인터엑스,Recipe.AI,"AI 및 빅데이터 분석 기반 제조 공정 최적화, 자율공장 운영 서비스를 제공하는 기업",series B,230.0억원 이상,121.8억원,107,"제조/하드웨어, AI/딥테크/블록체인부품, 제조기술, 인공지능, 빅데이터, B2B"
케어링,케어링,시니어 케어 서비스 '케어링'을 운영하는 기업,series B,700.0억원,-,96,"헬스케어/바이오요양, 시니어/실버, O2O"
닥터나우,닥터나우,비대면 기반 진료 및 약배달 O2O 플랫폼 '닥터나우'를 운영하는 기업,series B,521.9억원,26.5억원,46,"헬스케어/바이오바이오/의료, 원격진료, 병원정보, B2B, B2C, 플랫폼/마켓플레이스"
위허들링,위잇딜라이트,식사구독 플랫폼 '위잇딜라이트'를 운영하는 기업,pre-B,177.5억원,132.2억원,28,"푸드/농업이커머스, 정기구독, 배송, 간편식/HMR, B2C"
클라썸,클라썸,교육 및 지식 공유 플랫폼 '클라썸'을 운영하는 기업,pre-B,222.0억원 이상,15.6억원,60,"교육영상/비디오, 비대면교육, 인공지능, B2B, B2C, 콘텐츠"
마켓보로,식봄,"식자재 오픈마켓 '식봄', 식자재 유통관리 서비스 '마켓봄'을 운영하는 기업",series C (추정),597.0억원,147.7억원,88,"커머스, 물류이커머스, 유통, 도매, 배송, B2B, 플랫폼/마켓플레이스"
아임웹,아임웹,브랜드 성장에 필요한 서비스를 제공하는 브랜드 빌더 '아임웹'을 운영하는 기업,series A,100.0억원,205.8억원,112,"콘텐츠/예술, 광고/마케팅, 통신/보안/데이터디자인, B2B, B2C, 플랫폼/마켓플레이스, SaaS/엔터프라이즈"
탈잉,탈잉,온·오프라인 클래스 플랫폼 '탈잉'을 운영하는 기업 (본점),series B,247.0억원 이상,54.4억원,20,"콘텐츠/예술, 교육영상/비디오, 취미교육, 성인실무교육, 비대면교육"
미소,미소,홈서비스 플랫폼 '미소'를 운영하는 기업,series A,121.0억원,-,226,"홈리빙/펫인테리어, 청소, 세탁, 설거지, 가사노동, B2C, 플랫폼/마켓플레이스"
패스트포워드,도미노,투자자산 관리 플랫폼 '도미노'를 운영하는 기업,비공개,94.0억원 이상,2.1억원,8,"금융/보험/핀테크, AI/딥테크/블록체인투자, 자산관리, 주식/증권, 빅데이터, B2C, 플랫폼/마켓플레이스"
스픽이지랩스코리아,스픽,AI 영어 학습 솔루션 '스픽'을 운영하는 기업,series B,930.0억원 이상,-,23,"교육, AI/딥테크/블록체인영어, 외국어, 비대면교육, 개인화교육, 인공지능"
제로엑스플로우,원아워,영어학원 대상 수업 솔루션 '원아워'를 제공하는 기업,series A,59.0억원 이상,10.1억원,13,"교육, AI/딥테크/블록체인영어, 외국어, 인공지능, B2B, SaaS/엔터프라이즈"
리빌더에이아이,브린,모바일 기반 3D 렌더링 플랫폼 '브린'을 운영하는 기업,비공개,비공개,4.0억원,20,"통신/보안/데이터, AI/딥테크/블록체인사진, 데이터, 모바일기술, 인공지능, 3D그래픽/CG"
고위드,고위드,스타트업 대상 법인카드와 지출관리 플랫폼을 제공하는 기업,series B (추정),"1,167.0억원 이상",294.5억원,27,"금융/보험/핀테크대출, B2B, 스타트업/창업자, SaaS/엔터프라이즈"
이팝소프트,말해보카,영어 단어 학습 앱 '말해보카'를 운영하는 기업,series A,100.0억원,164.6억원,56,"교육영어, 인공지능, B2C, 플랫폼/마켓플레이스, APP"
리벨리온,,AI 기반 시스템 반도체를 개발하는 기업,비공개,"2,970.0억원 이상",27.3억원,129,"제조/하드웨어, AI/딥테크/블록체인반도체, 기계장비, 제조기술, 데이터, 블록체인기술"
더스윙,스윙,전동킥보드 공유 서비스 'SWING'을 운영하는 기업,series B,376.0억원 이상,525.0억원,55,"모빌리티/교통이커머스, 마이크로모빌리티, B2C, 플랫폼/마켓플레이스"
원티드랩,원티드,빅데이터 기반 인재채용 플랫폼 '원티드'를 운영하는 기업,IPO,217.0억원 이상,394.7억원,177,"인사/비즈니스/법률구인구직/채용, 조직관리/조직문화, 인공지능"
더파운더즈,프로젝트 21,"스킨케어 및 뷰티 브랜드 '아누아', '유즈', '프롬랩스' 및 반려동물용품 브랜드 '프로젝트 21'을 운영하는 기업",-,-,-,142,"커머스, 뷰티/화장품, 홈리빙/펫스킨케어/클렌징, 헤어/바디, 향수, 펫케어/펫테크"
메라키플레이스,나만의닥터,비대면 진료 서비스 '나만의닥터'를 운영하는 기업,pre-A,77.0억원,1.6억원,23,"물류, 헬스케어/바이오배송, 디지털헬스케어, 바이오/의료, 원격진료, 병원정보"
카카오스타일,지그재그,스타일 커머스 플랫폼 '지그재그' 등을 운영하는 기업,M&A,100.0억원 이상,"1,651.0억원",518,"커머스, 패션, AI/딥테크/블록체인이커머스, 큐레이션, 리뷰, 의류, 신발, 패션잡화"
정육각,정육각,축산물 전문 유통 플랫폼 '정육각'을 운영하는 기업,비공개,"1,197.0억원",282.5억원,121,"커머스, 푸드/농업이커머스, 유통, 신선식품, 축산업, B2C, 플랫폼/마켓플레이스"
모요,모요,알뜰폰 요금제 비교 플랫폼 '모요'를 운영하는 기업,pre-A,40.0억원,35.0억원,36,"통신/보안/데이터정기구독, 데이터, 통신/네트워크/5G, B2C, 플랫폼/마켓플레이스"
수퍼빈,수퍼빈,AI 로봇 기반 순환자원 재활용 서비스를 운영하는 기업,series B,467.0억원,103.2억원,149,"제조/하드웨어, 환경/에너지, AI/딥테크/블록체인로봇, 배터리, 리사이클링/업사이클링, 폐기물"
오누이,설탭,태블릿 기반 온라인 종합 학습 플랫폼 '설탭' 등을 운영하는 기업,series A,161.0억원 이상,311.6억원,84,"교육영어, 수학, 청소년교육, 비대면교육, 개인화교육, 선생님"
코드잇,코드잇,온라인 코딩 교육 플랫폼 '코드잇'을 운영하는 기업,series B,140.0억원,41.0억원,106,"교육성인실무교육, 비대면교육, 프로그래밍개발"
아하앤컴퍼니,아하,지식 커뮤니티 플랫폼 '아하' 를 운영하는 기업,series A,48.0억원,42.5억원,20,"소셜미디어/커뮤니티, AI/딥테크/블록체인커뮤니티, 암호화폐, 블록체인기술, B2C, 플랫폼/마켓플레이스"
운칠기삼,포스텔러,모바일 운세 서비스 '포스텔러'를 운영하는 기업,series B,42.0억원 이상,99.5억원,54,"콘텐츠/예술, 소셜미디어/커뮤니티기타예술, 커뮤니티, B2C, 플랫폼/마켓플레이스"
오피지지,OP.GG,E-Sports 전적 검색 및 분석 서비스 '오피지지'를 운영하는 기업,series A,105.0억원 이상,113.7억원,66,"소셜미디어/커뮤니티, 게임커뮤니티, LOL, B2C, 플랫폼/마켓플레이스, 광고"
이제이엠컴퍼니,우리가,"재개발, 재건축 플랫폼 '우리가' 운영 및 연동 운영시스템을 제공하는 기업",비공개,비공개,2.0억원,,"부동산/건설, 통신/보안/데이터공간정보, 건축, 데이터, 프로그래밍개발, B2C, 플랫폼/마켓플레이스"
오피앤,오픈닥터,의사 대상 부동산 중개 프롭테크 플랫폼 '오픈닥터'를 운영하는 기업,pre-A,10.0억원 이상,312.0만원,5,"부동산/건설지도/네비게이션/GPS, 부동산중개, 상권분석, B2B"
타인에이아이,오르락,커뮤니티 투자 플랫폼 '오르락'을 운영하는 기업,series A,79.0억원 이상,2.3억원,11,"소셜미디어/커뮤니티, 금융/보험/핀테크커뮤니티, 자산관리, 주식/증권, 빅데이터, B2C"
직방,직방,부동산 정보제공 플랫폼 '직방'을 운영하는 기업,pre-IPO,"3,635.0억원","1,202.5억원",252,"부동산/건설부동산중개, 프롭테크, 상권분석, B2B, B2C, 플랫폼/마켓플레이스"
링글잉글리시에듀케이션서비스,링글,아이비리그 일대일 온라인 영어회화 전문 플랫폼 '링글'을 운영하는 기업,series A,219.0억원,113.4억원,49,"교육영어, 비대면교육, 선생님, B2C, 플랫폼/마켓플레이스"
법틀,법틀,기업용 법무관리 시스템 '법틀'을 운영하는 기업,-,-,10.5억원,25,"인사/비즈니스/법률, 통신/보안/데이터법률, 프로그래밍개발, B2B, 소프트웨어"
휴먼스케이프,마미톡,"희귀질환 통합솔루션 '레어노트', 임신·육아 솔루션 '마미톡' 등을 운영하는 생애주기 디지털 헬스케어 기업",series C,765.5억원 이상,26.0억원,92,"헬스케어/바이오, 유아/출산바이오/의료, 병원정보, 육아정보, 출산, B2C, 플랫폼/마켓플레이스"
비즈니스캔버스,타입드,세일즈 테크 기반 비즈니스 플래닝 및 지식관리 분야의 SaaS를 개발하는 기업,series A,122.5억원,4.6억원,31,"인사/비즈니스/법률협업툴/생산성, B2B, B2C, SaaS/엔터프라이즈"
콜버스랩,자리톡,"부동산 임대관리 플랫폼 '자리톡', 버스대절 비교 예약 서비스 '콜버스'를 운영하는 기업",비공개,32.0억원,46.4억원,20,"모빌리티/교통카쉐어링/차량공유, 대중교통, 부동산중개, 임대"
여기어때컴퍼니,여기어때,종합 여행·여가 플랫폼 '여기어때'를 운영하는 기업,series C (추정),830.0억원,"3,091.8억원",596,"여행/레저숙박, 여행정보, 레저/액티비티, B2B, B2C, 플랫폼/마켓플레이스"
에이비제트,인포크스토어,인플루언서 대상 소셜커머스 플랫폼 '인포크스토어'를 운영하는 기업,pre-A,5.0억원 이상,30.0억원,12,"커머스이커머스, B2C, 플랫폼/마켓플레이스, WEB, O2O"
트레바리,트레바리,독서모임 커뮤니티 플랫폼 '트레바리'를 운영하는 기업,series B (추정),90.0억원,51.6억원,27,"소셜미디어/커뮤니티커뮤니티, B2C, 플랫폼/마켓플레이스, APP, WEB"
그리티,원더브라,'원더브라' 등의 속옷 브랜드를 운영하는 기업,-,-,"1,713.6억원",111,"커머스, 패션, 제조/하드웨어이커머스, 유통, 의류, 제조기술, B2C, 상품판매/브랜드/하드웨어"
데이터노우즈,리치고,AI 기반 부동산 서비스 '리치고'를 운영하는 기업,비공개,126.3억원,9.6억원,24,"금융/보험/핀테크, 부동산/건설, AI/딥테크/블록체인자산관리, 재테크, 로보어드바이저/퀀트, 프롭테크"
윌로그,윌로그,운송 품질관리 솔루션 '윌로그'를 운영하는 기업,series B,비공개,15.4억원,46,"물류, 통신/보안/데이터, AI/딥테크/블록체인물류솔루션, IoT, 데이터, 보안/암호화, B2B, SaaS/엔터프라이즈"
오아시스,오아시스마켓,신선식품 커머스 플랫폼 '오아시스마켓'을 운영하는 기업,pre-IPO,"1,330.0억원","4,754.5억원",841,"커머스, 푸드/농업이커머스, 유통, 간편식/HMR, 신선식품, 가공식품"
피알앤디컴퍼니,헤이딜러,중고차 거래 플랫폼 '헤이딜러'를 운영하는 기업,비공개,949.0억원 이상,-,103,"모빌리티/교통중고, 중고차, B2C, 플랫폼/마켓플레이스, 광고"
밀리의서재,밀리의서재,전자책 정기구독 플랫폼 '밀리의 서재'를 운영하는 기업,IPO,281.5억원 이상,565.7억원,171,"콘텐츠/예술웹툰/만화, OTT, B2B, B2C, 플랫폼/마켓플레이스"
퓨리오사에이아이,WARBOY,AI 기반 시스템 반도체(NPU)를 제조하는 기업,series C,"1,680.0억원 이상",36.2억원,118,"제조/하드웨어, AI/딥테크/블록체인반도체, 부품, 제조기술, 인공지능, B2B, 상품판매/브랜드/하드웨어"
왓챠,왓챠,"AI 기반 영화, 드라마 등의 콘텐츠 추천 및 구독 OTT 플랫폼 '왓챠'를 운영하는 기업",series D,608.0억원,430.5억원,84,"콘텐츠/예술, AI/딥테크/블록체인영화, 영상/비디오, OTT, 검색/검색엔진, B2C, 플랫폼/마켓플레이스"
누비랩,,빅데이터/AI 기술 기반 푸드 스캐너 서비스 및 통합 푸드 솔루션을 제공하는 기업,series A,118.0억원,42.6억원,53,"헬스케어/바이오, 푸드/농업, 제조/하드웨어디지털헬스케어, 스마트팜/로봇, 제조기술, 인공지능"
테크랩스,점신,"운세 플랫폼 '점신', 데이팅 앱 '아만다'를 운영하는 기업",비공개,60.0억원,833.3억원,323,"콘텐츠/예술, 소셜미디어/커뮤니티커뮤니티, 메세지, 데이팅, 마케팅솔루션, B2C"
뉴닉,뉴닉,밀레니얼 대상 뉴스레터 플랫폼 '뉴닉'을 운영하는 기업,series A,31.0억원 이상,10.6억원,24,"콘텐츠/예술뉴스, 뉴스레터, B2B, B2C, 광고, WEB, 콘텐츠"
릴리스에이아이,릴리스에이아이,AI 기반 영상 요약 서비스 '릴리스에이아이'를 운영하는 기업,-,-,-,,"콘텐츠/예술, AI/딥테크/블록체인영상/비디오, 인공지능, B2C, WEB"
몰로코,몰로코,머신러닝 기반 모바일 광고 솔루션을 개발하는 기업,series D,"2,394.0억원",376.3억원,150,"광고/마케팅애드테크, 마케팅솔루션, 딥러닝/머신러닝, 빅데이터"
디스콰이엇,디스콰이엇,IT 프로덕트 대상 소셜 네트워크 서비스 '디스콰이엇'을 운영하는 기업,pre-A,5.0억원,-,7,"소셜미디어/커뮤니티SNS, 커뮤니티, 프로그래밍개발, 검색/검색엔진"
와디즈,와디즈,온라인 크라우드 펀딩 플랫폼 '와디즈'를 운영하는 기업,series D,"1,000.0억원",394.0억원,286,"커머스이커머스, 크라우드펀딩, B2C, 플랫폼/마켓플레이스"
마드라스체크,플로우,기업 대상 업무 관리 협업 솔루션 '플로우'를 운영하는 기업,series B,70.0억원 이상,99.8억원,108,"인사/비즈니스/법률, 통신/보안/데이터협업툴/생산성, 화상회의/리모트워크/원격근무"
생활연구소,청소연구소,홈클리닝 서비스 플랫폼 '청소연구소'를 운영하는 기업,series C (추정),355.0억원,125.6억원,89,"홈리빙/펫청소, B2C, 플랫폼/마켓플레이스, 용역, APP"
워시스왓,세탁특공대,비대면 모바일 세탁서비스 '세탁특공대'를 운영하는 기업,series B,205.0억원 이상,333.1억원,305,"홈리빙/펫스마트팩토리, 세탁, B2B, B2C, 플랫폼/마켓플레이스"
아이네블루메,채티,모바일 채팅 기반 스토리 서비스 '채티'를 운영하는 기업,series B,25.0억원 이상,9.7억원,4,"콘텐츠/예술, 소셜미디어/커뮤니티, 통신/보안/데이터출판, 웹툰/만화, 메세지, 인터넷기술, 모바일기술, 프로그래밍개발"
코스모스이펙트,페오펫,"반려동물등록 서비스 '페오펫', 반려용품 커머스 '페오펫몰'을 운영하는 기업",seed,비공개,37.7억원,14,"커머스, 홈리빙/펫이커머스, 사료, 펫패션, 펫케어/펫테크, B2C, 플랫폼/마켓플레이스"
바비톡,바비톡,성형정보 플랫폼 '바비톡'을 운영하는 기업,-,-,254.6억원,80,"소셜미디어/커뮤니티, 헬스케어/바이오리뷰, 커뮤니티, 병원정보, B2C, 플랫폼/마켓플레이스"
